fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
17.3137,14.847,2.4797,0.5443,0.3395,27.1363,86.7857,-14.0953,13.8509,141.0297,1
119.5542,42.8755,3.4006,0.1242,0.0968,2.1136,-54.0888,-14.3646,2.0283,288.7321,0
30.5265,13.5358,3.1969,0.4226,0.2796,69.0982,118.7132,-7.1139,2.3622,169.3778,0
50.7741,24.2379,2.9657,0.308,0.1658,-40.9444,-13.8181,2.6414,3.5309,173.895,0
80.6654,28.39,2.7925,0.4206,0.2355,32.6751,1.3093,9.9757,50.9532,244.0297,0
54.6424,18.5346,2.6078,0.3957,0.2099,68.6826,37.9299,34.2745,28.4549,222.5709,0
24.184,9.312,2.4763,0.5873,0.3046,49.9739,19.311,18.8587,16.1906,223.4748,0
34.5344,9.5567,2.3492,0.4728,0.3272,32.8957,-2.1737,-7.5262,63.4396,187.0912,0
121.8682,65.8478,4.0209,0.0836,0.0593,-119.4274,5.3716,6.6253,71.302,362.1141,0
105.8235,49.8801,3.841,0.0857,0.0481,16.8607,52.6104,3.0277,39.0306,152.2146,0
14.9229,1.526,2.441,0.65,0.37,87.8409,171.9777,-16.9227,0.0401,171.2753,0
40.8191,14.5135,2.5906,0.3994,0.1997,-62.7346,-74.0704,1.0859,40.0301,239.7922,1
19.8533,16.0022,2.3494,0.5848,0.3,43.4981,22.2463,11.6886,40.5521,10.6719,0
20.5175,11.8184,2.2413,0.6361,0.3454,56.37,-113.8159,20.9184,68.5639,79.3229,0
16.2483,8.6891,2.4863,0.6187,0.3372,17.4644,27.1214,-1.9458,34.6012,168.7325,0
17.6444,6.7336,2.3527,0.6,0.3673,-6.1558,26.2551,-8.961,16.6201,147.7505,0
192.8896,48.7534,3.976,0.1498,0.0855,-36.4081,7.6297,0.8302,0.9358,291.3406,1
17.2853,11.706,2.2814,0.6159,0.2788,45.2454,-20.8911,22.4251,38.6307,128.993,0
41.4651,20.0883,3.3889,0.234,0.128,15.1377,80.5788,-1.5074,66.8668,204.7475,1
54.5242,29.0808,3.0801,0.3156,0.1869,-54.9595,5.1039,-22.9373,7.0383,310.5496,0
43.864,20.5844,2.6501,0.3825,0.2121,8.7943,-54.5874,19.4675,0.7252,146.0776,0
30.754,13.5357,2.3226,0.6319,0.3608,-40.7043,-36.2811,-18.0973,79.1985,243.3394,0
53.7771,27.2081,2.6984,0.2392,0.1508,24.8531,65.8051,-30.3896,1.8751,197.0414,0
63.0805,26.2747,2.8521,0.3765,0.2048,-51.7,-59.3251,7.2874,14.6074,245.624,0
42.9336,8.6982,2.5284,0.3496,0.2044,-13.5839,99.4636,1.7006,2.7181,137.0774,1
24.7531,15.0276,2.5734,0.4152,0.2465,7.1618,48.6696,12.7999,22.6192,144.549,0
23.9773,2.7213,2.1955,0.6703,0.3956,-33.9776,45.5141,-2.2471,67.3382,219.6104,0
30.9579,13.0803,2.5196,0.4459,0.2659,-33.408,-32.3178,-35.0427,54.0187,47.9639,1
33.9987,10.8696,2.2459,0.6475,0.3765,12.3911,-121.6446,53.7076,78.7636,197.9731,0
141.136,54.0004,3.7131,0.0994,0.044,-30.9295,-21.4949,-9.1189,29.0021,279.7338,1
88.6539,33.1924,3.135,0.2363,0.113,-8.0417,-13.99,-26.0443,2.7353,273.7386,0
32.1449,6.5614,2.6644,0.4578,0.2901,15.6903,83.2158,-21.1986,17.6026,246.3587,0
77.9885,28.8839,3.2014,0.2027,0.1173,-110.6952,-75.508,17.949,28.0133,294.1817,0
28.2853,9.4183,2.3932,0.5808,0.3677,0.5445,-39.9006,-27.449,7.5302,227.1001,0
58.3895,22.9072,3.3282,0.1275,0.0694,38.7175,36.5497,-18.9413,5.8786,293.169,0
65.5116,46.051,2.8006,0.2276,0.1334,-7.8293,-151.187,48.7179,30.5794,290.0706,0
19.2707,2.3948,2.2921,0.4803,0.2791,24.779,65.4934,-17.9715,52.5553,81.2854,0
14.2796,6.5109,2.1767,0.7958,0.5315,-19.326,21.8029,24.0884,50.3253,120.0339,0
33.6256,8.4684,2.4448,0.5861,0.3277,-52.9301,-27.5968,-8.7803,4.9911,128.8264,0
30.2527,23.4057,2.8783,0.3784,0.2091,22.5047,100.3481,-8.7808,0.4013,141.8255,0
57.9349,31.986,2.8309,0.2425,0.1365,-68.0158,-64.4105,18.2126,15.5189,134.4006,0
85.1984,27.9722,2.662,0.4305,0.2627,58.0179,3.5116,24.5599,11.727,296.8833,0
48.1397,17.857,2.9076,0.4266,0.2251,-17.3828,8.6553,5.0468,0.4904,260.7405,0
43.5906,16.6074,2.4792,0.5804,0.321,21.063,56.3875,-8.0596,14.0859,368.1119,0
29.991,7.4748,2.3122,0.5988,0.377,25.722,16.6628,-4.5905,14.0795,190.62,0
93.8897,48.4612,4.0575,0.0922,0.0723,-62.128,33.4762,-23.6957,1.4567,281.6504,0
154.754,23.076,3.626,0.1155,0.0588,-27.3921,70.8428,-9.5142,2.4113,288.4531,1
13.8483,4.6009,2.1712,0.7733,0.4681,108.5354,82.8067,-52.8081,40.5475,71.2611,0
118.2313,47.8139,3.0455,0.2724,0.1551,56.6909,62.9238,-12.6974,49.1059,328.0135,1
17.6238,8.6705,2.2521,0.5457,0.3267,6.4914,52.6568,9.2469,58.7473,140.2616,0
26.9584,17.0904,2.3097,0.6016,0.3856,60.8559,-42.64,36.7575,19.7499,224.8826,0
82.9484,55.6378,3.9529,0.1116,0.0506,-16.1247,-16.9954,2.7652,4.7534,325.5789,0
86.3181,39.4174,3.0878,0.2059,0.0965,8.1379,122.507,-24.5679,0.5993,113.0885,0
15.4543,10.7898,2.6078,0.4975,0.2559,38.1317,-15.173,2.7667,6.4919,114.0278,1
15.0236,2.4835,2.1359,0.762,0.4156,149.7252,9.0869,1.6934,61.2813,164.0121,1
11.2884,5.3326,2.1461,0.7113,0.4118,27.4266,106.6743,-22.3756,0.3163,52.0302,0
40.1683,12.704,2.5558,0.4789,0.2027,-38.3939,7.6138,46.4541,3.0173,133.4274,0
44.4723,23.5131,2.8013,0.3251,0.1804,115.6874,48.2345,-10.0097,24.5663,235.6439,0
72.244,51.4893,3.2582,0.1946,0.1065,-57.3147,-92.6372,20.6837,35.3878,254.1542,1
47.4484,28.2617,2.8726,0.2671,0.1269,-2.7609,-12.339,-15.2672,54.121,254.7142,1
36.2061,8.704,2.6488,0.3611,0.2086,117.4684,13.1772,-17.5686,42.5035,75.2941,0
72.2108,51.8359,2.947,0.2318,0.1237,12.8034,-63.3304,7.4277,32.4761,95.6895,0
83.4566,16.1461,3.0181,0.3074,0.1548,-42.6896,-47.5687,0.0199,7.6126,247.0571,0
13.0595,10.0833,2.3764,0.559,0.3491,75.3009,-67.399,27.8842,46.7621,76.8213,1
55.1283,44.6096,2.8484,0.2214,0.1245,-4.0024,78.1112,71.2299,29.9017,192.5297,0
45.3221,20.3337,2.553,0.4775,0.2431,-4.7336,30.672,20.2858,18.5373,325.4899,0
38.355,18.3744,2.6598,0.3453,0.1624,54.463,26.6883,4.3502,70.0841,167.1133,0
19.744,5.2172,2.2138,0.6863,0.3569,91.2776,32.5161,20.7575,42.5078,87.9282,1
51.4193,23.5197,2.6783,0.3148,0.1746,33.2552,9.7104,8.9563,30.7823,210.741,1
47.5259,20.6563,2.5299,0.4738,0.2622,-8.2472,29.0641,11.4549,44.7331,74.2293,1
144.9101,43.9674,3.265,0.1825,0.0995,31.1943,-26.3471,22.8242,59.6484,262.314,1
66.8958,28.7597,3.0132,0.3956,0.1859,-17.1041,17.7698,-21.7569,9.589,361.303,0
25.8169,11.079,2.5395,0.5047,0.3163,22.5223,-58.2885,-21.9849,4.0973,274.6301,0
79.6361,22.4855,3.6466,0.2543,0.1407,-9.5663,54.0577,-21.3041,5.9481,283.6556,0
27.0632,8.539,2.5741,0.3687,0.1505,130.634,66.2044,-15.0412,12.2358,135.0475,0
28.48,6.2841,2.3446,0.4952,0.2556,122.4205,45.7548,-30.1822,18.1493,218.5391,0
71.4372,26.5144,2.9391,0.2814,0.1741,47.6529,35.1567,48.624,21.4763,351.02,0
26.1072,17.6643,2.3288,0.6483,0.4052,-7.4801,-0.355,4.6013,19.3194,117.9206,0
17.9584,6.4304,2.2594,0.6682,0.4137,48.3384,15.7454,23.2214,37.419,67.7246,0
67.3275,10.5604,2.8625,0.3975,0.2336,52.3497,23.5712,-16.2379,26.5948,89.8429,1
15.7987,9.0333,2.6343,0.4413,0.2514,-30.4025,94.4668,-23.1019,1.2224,190.5026,0
91.8329,27.9804,2.7511,0.5169,0.295,-133.6033,-67.5066,-20.1998,30.8412,285.809,0
95.7106,24.9037,3.6571,0.1676,0.0971,19.1927,-20.8673,11.6556,2.1483,274.1634,1
19.3754,18.599,2.6372,0.4935,0.2713,-41.838,97.2197,1.1232,7.3105,306.885,0
56.7998,38.3854,3.2842,0.2259,0.1238,-3.5116,-42.8518,21.3136,43.3586,180.2547,0
30.7536,27.2,3.0058,0.2395,0.1437,9.9608,26.2299,43.4201,0.0847,193.5926,1
19.3337,8.277,2.3588,0.6509,0.4342,-19.951,74.9956,30.778,29.5906,171.0475,0
13.4172,12.009,2.4305,0.5023,0.2331,106.7405,3.9986,-2.3031,39.3633,69.4139,0
16.1429,5.5943,2.1698,0.5558,0.3153,32.2278,47.1331,30.2176,76.1464,103.6093,0
49.0556,5.7172,2.6218,0.3712,0.2526,-72.3336,35.8308,0.3583,7.9176,179.6519,0
21.7495,4.5218,2.4913,0.4948,0.2896,57.7501,54.9526,-25.7352,3.655,21.2981,1
18.5052,2.9607,2.3339,0.5281,0.2889,32.7891,66.1112,-30.3119,37.453,63.4794,0
142.4784,18.1096,3.3469,0.1964,0.1127,35.9769,147.6095,2.6224,0.0566,370.8034,0
26.6552,15.299,2.4466,0.5341,0.2385,83.8227,42.2981,28.58,7.326,175.6212,0
38.1756,14.7729,2.907,0.3498,0.1591,107.7088,112.4131,9.9601,6.4156,118.9846,0
79.284,61.164,3.2939,0.1559,0.0998,44.2725,31.6878,13.3047,22.2397,147.4835,0
63.7401,24.6186,3.2777,0.3297,0.1852,23.4288,63.2328,-31.4681,36.6683,114.2772,1
21.1654,17.5505,2.4718,0.4399,0.2919,33.7961,-10.9078,-1.9903,21.6773,144.1559,0
99.6006,60.5435,3.9866,0.0996,0.0516,-11.2577,18.0041,4.1822,3.2249,236.6623,0
78.8066,52.8381,3.8818,0.0955,0.0608,8.7949,46.3267,-5.3187,61.4296,281.8616,1
54.8496,24.9054,2.8938,0.2802,0.1474,-9.3566,51.1932,48.8976,71.8734,212.7001,1
83.3753,36.7332,3.0374,0.3069,0.1662,-17.8697,-94.1123,33.0494,76.6972,194.8055,0
32.0189,13.8873,2.5121,0.4229,0.2232,-57.6097,-2.7533,15.0433,23.5168,146.8076,0
23.4513,18.9031,2.3326,0.5927,0.3212,-78.6276,-23.3668,-6.4443,85.5437,86.4568,1
26.1946,22.2082,3.0136,0.3659,0.1867,10.2538,45.5957,-17.491,15.7497,255.2235,0
44.0952,22.5621,2.7635,0.4308,0.2551,-31.2191,12.1458,-15.2841,39.3895,196.2048,1
29.1301,33.6188,2.8377,0.2902,0.1663,47.5436,-33.2458,-21.3686,38.8883,124.7368,0
71.4846,17.2866,2.9767,0.4899,0.2784,44.5594,9.0084,0.4103,21.7904,399.0409,0
71.2685,17.8186,2.9233,0.4123,0.2058,-35.2063,18.0097,21.1008,11.3464,248.602,0
69.8009,24.2918,3.0849,0.3048,0.129,-21.1091,-75.7666,1.4745,47.8345,137.2074,1
61.643,10.4374,2.671,0.4608,0.267,-16.0415,113.9268,9.8817,0.7823,192.622,0
24.0624,25.5421,2.4842,0.4417,0.274,48.3639,52.3429,-0.3742,59.3244,144.2243,0
37.9586,17.3588,2.8244,0.2263,0.0994,63.5952,56.6046,-18.6476,71.0152,66.2964,1
33.8247,19.3678,2.8912,0.3046,0.1941,-26.7069,53.6706,23.9273,22.7348,144.8852,0
51.621,12.2301,2.9077,0.3279,0.1764,-14.2828,59.1565,-16.3597,15.4444,74.2938,0
29.5163,20.2334,2.8882,0.2879,0.137,-44.8432,-5.4372,-20.4218,2.1411,143.9515,0
58.93,25.3682,3.1213,0.2258,0.148,12.2654,-53.5209,15.6744,45.1819,148.8359,0
75.1524,45.4257,3.7021,0.1317,0.0969,-29.2741,5.4255,33.1953,59.2624,186.5094,0
52.9398,18.4234,2.6891,0.3492,0.1917,21.5012,54.7249,-14.7837,40.5496,108.5119,1
43.4437,26.5228,2.8795,0.2946,0.1592,9.6739,51.6263,-17.575,36.861,136.2485,0
21.108,25.6629,2.6711,0.3583,0.2024,-7.3727,-142.3597,4.8774,2.4809,261.8976,0
128.1667,37.6895,3.7579,0.089,0.0501,34.0464,25.8425,-8.4066,13.3477,301.4491,1
50.5513,23.0034,2.6534,0.4371,0.2336,-93.7059,-93.789,-3.7653,9.8329,241.2672,1
13.5917,2.2406,2.2724,0.5395,0.298,74.1207,82.9299,-8.3254,2.4919,14.8389,0
37.3576,13.9029,2.7745,0.4611,0.2678,-25.3156,20.3683,-0.7156,1.7316,185.3732,0
34.841,15.3328,3.094,0.2235,0.1192,26.258,130.2238,14.4607,35.9078,254.9154,0
75.2901,51.241,3.0697,0.2602,0.1133,-121.0778,-38.7608,-4.9653,31.5397,192.627,0
91.2688,29.4816,3.4792,0.1364,0.0702,-5.0739,-37.1365,34.9878,36.4286,276.0691,1
73.3365,36.152,4.0882,0.0879,0.0699,47.9781,69.3036,-8.836,0.0653,353.2424,0
24.4868,27.2017,2.6494,0.3847,0.1781,-25.3498,15.6904,-17.7951,18.0407,121.9539,1
26.4261,14.9553,2.4324,0.615,0.3887,-19.1464,-30.9525,2.4019,10.3034,287.121,0
47.2745,41.7989,3.8798,0.1351,0.072,-92.2189,-3.5771,-40.2186,6.2552,106.4425,0
107.1382,24.3608,2.9339,0.3012,0.2048,-86.9011,39.2348,-5.4455,10.4483,193.5125,1
32.3095,17.09,2.8544,0.3537,0.2357,-4.048,-61.7427,17.6809,51.8411,170.215,1
29.5794,17.2281,2.9454,0.4656,0.2662,30.9192,-63.6056,19.5653,2.9182,102.7672,0
114.1857,32.1864,3.4586,0.2184,0.1223,1.9062,-5.2263,41.6622,42.8243,205.0272,0
41.9942,12.677,2.7933,0.3311,0.1684,4.8845,20.8983,-6.3359,26.8498,155.7316,1
43.0,22.9894,2.29,0.4597,0.2513,-49.6475,-61.7829,-16.5769,38.8362,85.3988,1
82.6956,25.3281,3.2848,0.1978,0.1148,-12.8992,137.4167,-0.7198,1.7621,266.7875,0
36.4234,21.8125,2.7,0.4877,0.316,105.3429,-57.3189,-9.1762,41.7753,222.9249,0
80.2367,24.8042,3.0382,0.3046,0.1602,3.5837,22.422,28.9756,38.2568,357.0125,0
68.2638,14.8578,2.5386,0.364,0.1665,-86.8394,12.6132,-12.4834,46.0213,213.933,1
46.6361,31.9502,2.8566,0.2571,0.134,-41.8974,-54.6187,-20.874,57.5787,117.0827,0
42.4672,28.5623,2.8786,0.2382,0.1184,9.8979,-102.4191,-29.8834,32.8953,198.5841,0
30.4493,16.6927,2.3274,0.6505,0.3614,-34.2713,-81.6039,6.2393,16.9174,153.457,1
178.4334,38.4218,3.2129,0.2452,0.1314,-25.7687,22.5215,13.6427,20.7202,223.4983,0
207.1203,64.387,3.7418,0.0908,0.0648,43.2818,-19.3966,-5.2228,28.8893,285.2626,1
159.7001,68.7161,2.8916,0.2021,0.1236,-164.1902,-77.696,2.4194,50.3302,315.0076,1
34.0033,23.691,2.7329,0.2853,0.1378,-17.0639,32.638,6.7141,21.0407,159.6791,1
28.1541,15.2005,2.3501,0.4063,0.2515,21.9857,59.8986,-8.5539,24.085,172.0821,0
79.6712,21.5785,3.2987,0.125,0.0541,88.7452,49.2121,-27.2224,11.18,187.7595,1
28.9751,3.0909,2.3413,0.6121,0.3492,62.622,82.4145,-28.784,9.7961,165.3431,0
39.9832,26.2414,2.7485,0.3052,0.1774,50.9655,14.3118,43.7876,22.0205,214.3229,0
29.6337,14.2151,2.6724,0.2905,0.1613,13.4022,77.3833,-5.1324,0.0664,238.8819,0
18.8972,14.1278,2.7823,0.4313,0.2432,25.3528,-11.3782,38.064,9.2444,213.6997,0
46.3483,24.2106,3.1297,0.2984,0.1685,-83.601,18.5532,-18.5898,0.076,308.9229,1
58.5869,45.4686,3.3429,0.1116,0.051,10.0911,92.667,-12.9544,10.3942,211.9627,0
22.7269,17.9023,2.3792,0.5508,0.3254,-39.6476,-13.623,17.1853,22.5893,232.7249,0
19.5716,9.8513,2.1239,0.731,0.4211,-32.3364,-94.8821,12.747,89.8113,200.1617,0
16.4186,16.7521,2.3978,0.5158,0.2562,-25.0975,-16.8951,3.9843,76.4386,69.0782,1
54.793,23.8096,2.812,0.2502,0.189,14.5868,-3.1715,-32.7727,14.4858,96.9319,1
30.4691,6.3241,2.5824,0.5542,0.316,92.6729,128.7492,-2.4154,23.7774,206.9829,0
53.2924,39.3339,3.1289,0.2818,0.1436,-44.4924,48.276,8.2748,59.5138,192.328,1
24.9111,3.9313,2.3021,0.6112,0.3592,29.1798,17.6543,-2.631,60.4953,232.9943,1
113.3342,36.5773,3.9567,0.1465,0.1084,-81.8032,-11.3263,22.8126,0.2189,326.3644,0
13.7202,7.0505,2.3997,0.5948,0.3435,-24.818,45.8272,24.3264,12.1069,157.0613,0
118.0913,68.984,4.1565,0.1219,0.0602,27.0712,-31.5014,0.4326,11.6919,312.6964,0
32.6029,31.7207,2.6945,0.3701,0.1575,-10.5967,-66.1466,8.9463,68.2912,94.429,1
15.7653,5.0989,2.4221,0.395,0.2142,63.8399,100.5311,-10.8445,62.14,116.3424,1
29.4066,11.1205,2.3087,0.6118,0.3442,-84.2918,-73.4613,11.2248,66.3531,97.4151,0
51.037,22.7611,2.9745,0.2445,0.1486,-12.2322,1.8152,5.945,33.9133,124.343,0
142.0321,35.0736,3.5246,0.1461,0.1109,-34.8893,5.8599,26.7414,19.5336,277.7695,1
91.8989,27.8963,3.4269,0.118,0.066,-33.4417,22.5107,-11.1856,30.2531,257.4791,1
56.7936,33.1068,2.7455,0.2913,0.1641,48.023,-26.2756,-8.1768,32.7595,175.7888,1
61.9755,10.4343,2.3683,0.5901,0.3512,-34.7205,-92.1136,3.9971,58.9153,117.1597,1
71.203,26.6569,2.6319,0.3821,0.2166,25.5991,23.8505,11.6841,11.6969,271.7783,0
104.2069,29.5652,3.3817,0.3125,0.1842,-15.3608,27.2953,8.474,15.8423,399.0409,1
44.8462,13.0988,2.8341,0.2201,0.1249,77.2275,135.9597,22.3903,1.0043,94.6942,0
19.2965,11.6028,2.1348,0.5612,0.2943,-51.3384,2.4005,35.9525,9.1918,125.7336,0
44.5886,31.1577,2.8393,0.2914,0.1575,-90.1575,-10.2528,25.497,42.096,176.7627,0
54.6189,31.1101,2.8032,0.19,0.1022,-112.3758,-122.1406,23.1075,52.3375,251.8739,0
57.8399,20.7974,3.2862,0.1437,0.0802,56.1919,76.0411,36.8197,2.8899,235.7571,0
90.2189,62.0047,3.8288,0.1218,0.0795,-46.5311,21.0366,10.6122,30.1331,111.0238,1
122.2765,95.9029,3.4221,0.1146,0.0641,-86.9317,-99.1427,10.079,21.1219,189.9326,1
35.8822,9.7235,3.056,0.2383,0.1342,45.9661,27.6311,-12.6852,21.6426,147.6683,0
41.7388,37.3882,3.4894,0.1521,0.0931,31.6649,29.5193,2.111,0.3101,220.7319,0
52.6352,27.7554,3.2659,0.1542,0.0721,-106.6944,27.6224,26.6773,39.5809,212.4339,0
70.1227,31.7928,2.919,0.2389,0.1288,16.2542,18.2649,-12.9756,2.3528,263.3025,0
133.0453,47.1057,3.6855,0.1332,0.0883,-41.4659,-20.3938,15.6777,0.4397,229.5225,1
17.2483,13.9501,2.4274,0.6006,0.3696,3.1563,24.4836,18.8577,17.6092,268.814,0
110.3263,47.0571,3.0403,0.159,0.0861,-7.6235,32.9692,56.7132,67.9643,265.5216,0
216.3497,83.7294,3.9065,0.0604,0.0409,-28.9727,-8.3519,-10.9104,6.752,211.3766,0
205.958,71.2124,3.6143,0.0812,0.0537,-179.6384,-60.2559,-10.2078,41.9543,237.2922,0
32.2426,35.6093,2.9096,0.2961,0.1757,5.5908,-94.0242,-16.7402,82.0587,150.7335,1
228.3569,40.3936,3.5744,0.1236,0.067,-160.5688,-29.406,12.0831,4.3474,213.4067,0
25.0986,23.3824,2.7346,0.3834,0.1944,23.6268,90.4996,-7.401,54.1624,96.9594,1
26.697,14.1169,2.4223,0.4892,0.3081,74.4698,30.9583,5.0453,35.0328,162.6873,1
15.231,2.9511,2.2759,0.6221,0.3335,117.2502,23.7584,10.3004,36.2635,176.7109,0
24.2474,13.7824,2.5141,0.5037,0.2559,12.4812,45.7368,1.5358,28.0688,151.7547,0
30.3588,12.6567,2.4409,0.5396,0.2624,-56.8601,-37.707,3.3841,86.8761,133.5025,1
180.0422,54.0623,4.4976,0.0698,0.0535,-35.1002,4.3317,21.0636,0.1229,353.3754,0
82.1023,24.6076,3.5478,0.1226,0.054,16.7811,79.874,7.3797,4.0961,259.6478,0
64.9427,47.5357,3.3269,0.2069,0.1145,-31.8738,-41.3215,26.5112,43.4215,330.1093,1
77.8285,20.1901,2.7547,0.2811,0.163,32.8145,85.8303,1.9256,9.4857,288.0308,0
25.1783,22.7746,2.4618,0.5016,0.2521,-54.611,11.0933,25.1374,12.8144,184.1777,0
